deal id,seller id,seller,brand,category,product name,stock,sell price,discount value,discounted price,discount_ratio
13148377,113006,더베이스_H,PINKO,티셔츠,핑코 티셔츠 1G17W9 Y7XKX18,1,121000.00,24000.000,97000.000,0.1983
13145346,96815,더베이스,PLEASURES,자켓,플레셔스 자켓 P22F015 BLACK,8,409000.00,260000.000,149000.000,0.6357
13145360,96815,더베이스,PLEASURES,후드 & 스웻셔츠,플레셔스 후드 & 스웻셔츠 P22F016 BLACK,9,409000.00,260000.000,149000.000,0.6357
13145356,96815,더베이스,PLEASURES,후드 & 스웻셔츠,플레셔스 후드 & 스웻셔츠 P22F043 BLACK,6,447000.00,286000.000,161000.000,0.6398
13145354,96815,더베이스,PLEASURES,후드 & 스웻셔츠,플레셔스 후드 & 스웻셔츠 P22F051 SAND,5,323000.00,200000.000,123000.000,0.6192
13145343,96815,더베이스,PLEASURES,후드 & 스웻셔츠,플레셔스 후드 & 스웻셔츠 P22F016 MUSTARD,5,409000.00,260000.000,149000.000,0.6357
13145804,136979,더베이스_P,POLO RALPH LAUREN,니트 & 스웨터,폴로 랄프로렌 니트 & 스웨터 710876851005HUNTER NAVY,5,420000.00,147000.000,273000.000,0.3500
13150244,63,더베이스,POLO RALPH LAUREN,셔츠 & 남방,폴로 랄프로렌 셔츠 & 남방 710832480 WHITE,9,244000.00,87000.000,157000.000,0.3566
13146760,63,더베이스,POLO RALPH LAUREN,셔츠 & 남방,폴로 랄프로렌 셔츠 & 남방 710549084 009 BSRBW,5,259000.00,92000.000,167000.000,0.3552
13150288,63,더베이스,POLO RALPH LAUREN,자켓,폴로 랄프로렌 해링턴 윈드브레이커 710548506 FNAVY,9,344000.00,128000.000,216000.000,0.3721
13150204,63,더베이스,POLO RALPH LAUREN,자켓,폴로 랄프로렌 자켓 710810936 CLNVY,7,734000.00,286000.000,448000.000,0.3896
13150292,63,더베이스,POLO RALPH LAUREN,풀오버,폴로 랄프로렌 성조기 니트 스웨터 710718281 NAVY,6,578000.00,223000.000,355000.000,0.3858
13144203,262713,더베이스_X,PRADA,기타,프라다 가방 1BA253OPM2AWL,3,2871000.00,503000.000,2368000.000,0.1752
13144201,262713,더베이스_X,PRADA,기타,프라다 가방 1BC155OOMZO6,4,2260000.00,333000.000,1927000.000,0.1473
13144217,262713,더베이스_X,PRADA,남성지갑,프라다 사피아노 로고 지갑  2MN077QHH,28,721000.00,102000.000,619000.000,0.1415
13144197,262713,더베이스_X,PRADA,남성지갑,프라다 남성지갑 2NH0062DMH,8,967000.00,139000.000,828000.000,0.1437
13151856,140453,더베이스_Q,PRADA,니트 & 스웨터,프라다 니트 & 스웨터 UMB2581ZJ2F0N98,1,1573000.00,594000.000,979000.000,0.3776
13152069,139812,더베이스_R,PRADA,부츠,프라다 부츠 1W931MF065008 F0002,1,2692000.00,1145000.000,1547000.000,0.4253
13150925,140453,더베이스_Q,PRADA,부츠,프라다 부츠 1WP1443LGWF0002,13,1850000.00,378000.000,1472000.000,0.2043
13152161,139812,더베이스_R,PRADA,자켓,프라다 자켓 SD143S2221YEF F0008,2,8713000.00,4284000.000,4429000.000,0.4917
13152127,139812,더베이스_R,PRADA,팬츠,프라다 팬츠 UPA669S22211CZ F0308,2,2406000.00,944000.000,1462000.000,0.3924
13152107,139812,더베이스_R,PRADA,팬츠,프라다 팬츠 SPH217S222108I F0008,2,1537000.00,642000.000,895000.000,0.4177
13150954,140453,더베이스_Q,PREMIATA,기타,프리미아타 슈즈 32019ROISNERO,8,729000.00,54000.000,675000.000,0.0741
13151823,140453,더베이스_Q,PREMIATA,스니커즈,프리미아타 스니커즈 LUCYD6011,17,426000.00,61000.000,365000.000,0.1432
13151724,140453,더베이스_Q,PREMIATA,스니커즈,프리미아타 스니커즈 JOHNLOWD6056,8,466000.00,66000.000,400000.000,0.1416
13158488,333703,더베이스_AH,PROENZA SCHOULER WHITE LABEL,트레이닝 웨어,프로엔자슐러 화이트 레벨 트레이닝 웨어 WL2247684KC100070,2,735000.00,166000.000,569000.000,0.2259
13151105,140453,더베이스_Q,PT01,팬츠,피티제로우노 팬츠 CO0AFX0Z00FWDTO55025,5,437000.00,38000.000,399000.000,0.0870
13151258,140453,더베이스_Q,PUMA,스니커즈,퓨마 스니커즈 38190001,1,189000.00,28000.000,161000.000,0.1481
13151253,140453,더베이스_Q,PUMA,스니커즈,퓨마 스니커즈 38069703,1,204000.00,32000.000,172000.000,0.1569
13150959,140453,더베이스_Q,PUMA,스니커즈,퓨마 스니커즈 38190002,1,189000.00,28000.000,161000.000,0.1481
13151906,140453,더베이스_Q,PUMA,자켓,퓨마 자켓 532239010PUMABLACK,1,355000.00,118000.000,237000.000,0.3324
13151818,140453,더베이스_Q,RAF SIMONS,부츠,라프 시몬스 부츠 222M9020099,4,2161000.00,0.000,2161000.000,0.0000
13146741,63,더베이스,RAF SIMONS,스니커즈,라프 시몬스 스니커즈 HR740010L 3302,8,767000.00,200000.000,567000.000,0.2608
13151738,140453,더베이스_Q,RAF SIMONS,티셔츠,라프 시몬스 티셔츠 222M1040099,4,478000.00,132000.000,346000.000,0.2762
13151185,140453,더베이스_Q,RAF SIMONS,티셔츠,라프 시몬스 티셔츠 222144NERO,2,807000.00,61000.000,746000.000,0.0756
13151747,140453,더베이스_Q,RAF SIMONS,후드 & 스웻셔츠,라프 시몬스 후드 & 스웻셔츠 222M1610099,3,1001000.00,295000.000,706000.000,0.2947
13151743,140453,더베이스_Q,RAF SIMONS,후드 & 스웻셔츠,라프 시몬스 후드 & 스웻셔츠 222M1760099,3,1175000.00,348000.000,827000.000,0.2962
13151231,140453,더베이스_Q,RAF SIMONS,후드 & 스웻셔츠,라프 시몬스 후드 & 스웻셔츠 222M164VIOLA,2,1020000.00,78000.000,942000.000,0.0765
13146294,136979,더베이스_P,RALPH LAUREN,셔츠 & 남방,랄프 로렌 셔츠 & 남방 782871214001RL 553 BLUE,4,517000.00,205000.000,312000.000,0.3965
13151145,140453,더베이스_Q,RALPH LAUREN,후드 & 스웻셔츠,랄프 로렌 후드 & 스웻셔츠 710881519002VERDE,12,280000.00,23000.000,257000.000,0.0821
13151018,140453,더베이스_Q,RALPH LAUREN,후드 & 스웻셔츠,랄프 로렌 후드 & 스웻셔츠 710853309012BIANCO,10,341000.00,28000.000,313000.000,0.0821
13150893,140453,더베이스_Q,RALPH LAUREN,후드 & 스웻셔츠,랄프 로렌 후드 & 스웻셔츠 710878613005MARRONE,11,321000.00,0.000,321000.000,0.0000
13144948,342319,더베이스_AL,RALPH LAUREN KIDS,기타,[키즈] 폴로 랄프로렌 키즈 니트 & 스웻셔츠 323858888 000 CRUISE GREEN,1,257000.00,131000.000,126000.000,0.5097
13151855,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,니트 & 스웨터,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 니트 & 스웨터 PACC11N005LIGHTPINK,4,319000.00,69000.000,250000.000,0.2163
13151771,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,니트 & 스웨터,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 니트 & 스웨터 PACC11N001BLUE,4,505000.00,118000.000,387000.000,0.2337
13151718,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,모자,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 모자 PACC11K013PINK,2,154000.00,0.000,154000.000,0.0000
13151764,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,셔츠 & 남방,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 셔츠 & 남방 PACC11B005WHITE,3,282000.00,59000.000,223000.000,0.2092
13151805,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,자켓,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 자켓 PACC11J003DARKBEIGE,4,559000.00,132000.000,427000.000,0.2361
13151894,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T002BLACK,4,110000.00,15000.000,95000.000,0.1364
13151829,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T002DARKGREEN,4,110000.00,15000.000,95000.000,0.1364
13151774,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T006GREY,4,145000.00,23000.000,122000.000,0.1586
13151769,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T002NAVY,4,110000.00,15000.000,95000.000,0.1364
13151761,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T002WHITE,4,110000.00,15000.000,95000.000,0.1364
13151758,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T002PURPLE,4,110000.00,15000.000,95000.000,0.1364
13151712,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,티셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 티셔츠 PACC11T007BLACK,4,150000.00,25000.000,125000.000,0.1667
13151811,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,팬츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 팬츠 PACC11P012GREEN,3,223000.00,44000.000,179000.000,0.1973
13151834,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,후드 & 스웻셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 후드 & 스웻셔츠 PACC11T021DARKGREY,4,198000.00,37000.000,161000.000,0.1869
13151826,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,후드 & 스웻셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 후드 & 스웻셔츠 PACC11T023DARKGREY,4,267000.00,56000.000,211000.000,0.2097
13151779,140453,더베이스_Q,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY,후드 & 스웻셔츠,RASSVET (PACCBET) BY GOSHA RUBCHINSKIY 후드 & 스웻셔츠 PACC11T021GREEN,4,198000.00,37000.000,161000.000,0.1869
13152065,113006,더베이스_H,RED VALENTINO,보머,레드발렌티노 보머 CIE806HR A03,1,985000.00,327000.000,658000.000,0.3320
13151063,140453,더베이스_Q,RED WING,기타,레드윙 슈즈 8111BROWN,8,535000.00,25000.000,510000.000,0.0467
13148455,277577,더베이스_AA,RED WING,스니커즈,레드윙 스니커즈 08111 X,5,720000.00,303000.000,417000.000,0.4208
13150184,63,더베이스,REEBOK,스니커즈,리복 스니커즈 GY1631 FWHVV,8,298000.00,60000.000,238000.000,0.2013
13146692,63,더베이스,REEBOK,스니커즈,리복 스니커즈 GY1589 CBKST,7,314000.00,64000.000,250000.000,0.2038
13146296,136979,더베이스_P,REMAIN BIRGER CHRISTENSEN,코트,리메인 비르게 크리스텐센 코트 RM171417 1134,1,4699000.00,954000.000,3745000.000,0.2030
13144200,262713,더베이스_X,ROBERTO COLLINA,기타,로베르토 콜리나 티셔츠 & 탑 L18024L18,1,314000.00,82000.000,232000.000,0.2611
13151753,140453,더베이스_Q,ROBERTO COLLINA,니트 & 스웨터,로베르토 콜리나 니트 & 스웨터 M37010M3724,5,557000.00,131000.000,426000.000,0.2352
13150285,63,더베이스,ROGER VIVIER,백팩 & 벨트백,로저비비에 백팩 & 벨트백 RBWAOEG0100JXV B999,2,1825000.00,732000.000,1093000.000,0.4011
13146750,63,더베이스,ROGER VIVIER,백팩 & 벨트백,로저비비에 백팩 & 벨트백 RBWAOEG0100JXV B001,2,1825000.00,732000.000,1093000.000,0.4011
13152152,139812,더베이스_R,ROTATE BY BIRGERCHRISTENSEN,기타,로테이트 바이 크리스텐슨 코트 & 자켓 RT1913 165820TCX,2,1556000.00,795000.000,761000.000,0.5109
13166596,139771,더베이스_S,ROTATE BY BIRGERCHRISTENSEN,롱 원피스,"로테이트 바이 크리스텐슨 롱 원피스 RT1142 18 0000, SMOKED PEARL COMB",2,712000.00,356000.000,356000.000,0.5000
13152170,139812,더베이스_R,ROTATE BY BIRGERCHRISTENSEN,자켓,로테이트 바이 크리스텐슨 자켓 RT1862 D02,1,687000.00,337000.000,350000.000,0.4905
13150231,63,더베이스,RUSLAN BAGINSKIY,기타,루슬란바진스키 액세서리 BCT026 C PLD RWRB BLKWH,4,391000.00,81000.000,310000.000,0.2072
13150230,63,더베이스,RUSLAN BAGINSKIY,기타,루슬란바진스키 액세서리 KPC026 C PLD BLKWH,2,391000.00,81000.000,310000.000,0.2072
13147795,139785,더베이스_T,SACAI,미디 원피스,사카이 미디 원피스 22 06337 162 OFF WHITE KHAKI,1,2335000.00,875000.000,1460000.000,0.3747
13150037,218031,더베이스_W,SACAI,자켓,사카이 자켓 22 06392851,2,1606000.00,157000.000,1449000.000,0.0978
13164926,262713,더베이스_X,SAINT LAURENT,기타,생로랑 루루 체인 숄더백 스몰 494699DV727,2,3337000.00,0.000,3337000.000,0.0000
13152140,139812,더베이스_R,SAINT LAURENT,남성지갑,생로랑 남성지갑 6077271JB0E 1000,1,543000.00,0.000,543000.000,0.0000
13151782,140453,더베이스_Q,SAINT LAURENT,니트 & 스웨터,생로랑 니트 & 스웨터 670134Y75BT1016,1,1421000.00,535000.000,886000.000,0.3765
13164934,262713,더베이스_X,SAINT LAURENT,머플러 & 스카프,생로랑 레오파드 프린트 스카프 5044783Y009,6,625000.00,117000.000,508000.000,0.1872
13152171,139812,더베이스_R,SAINT LAURENT,자켓,생로랑 자켓 711490Y615W 3685,1,5119000.00,2899000.000,2220000.000,0.5663
13152157,139812,더베이스_R,SAINT LAURENT,지갑,생로랑 지갑 686750AAAJU 9207,3,451000.00,136000.000,315000.000,0.3016
13152148,139812,더베이스_R,SAINT LAURENT,지갑,생로랑 지갑 423291BOW01 5526,1,451000.00,103000.000,348000.000,0.2284
13152168,139812,더베이스_R,SAINT LAURENT,진,생로랑 진 601478Y06VA 1040,3,1084000.00,538000.000,546000.000,0.4963
13152086,139812,더베이스_R,SAINT LAURENT,크로스백,생로랑 크로스백 469390BOW0J 2346,1,2593000.00,392000.000,2201000.000,0.1512
13152174,139812,더베이스_R,SAINT LAURENT,클러치백,생로랑 클러치백 712706AAAJU 9207,5,1841000.00,252000.000,1589000.000,0.1369
13152101,139812,더베이스_R,SAINT LAURENT,펌프스,생로랑 펌프스 7112641UU00 5606,6,1169000.00,568000.000,601000.000,0.4859
13152138,139812,더베이스_R,SAINT LAURENT,핸드백,생로랑 핸드백 6572282R20J 2346,1,3503000.00,575000.000,2928000.000,0.1641
13152093,139812,더베이스_R,SAINT LAURENT,핸드백,생로랑 핸드백 600281CSV0J 3045,1,1760000.00,375000.000,1385000.000,0.2131
13152084,139812,더베이스_R,SAINT LAURENT,핸드백,생로랑 핸드백 494699DV727 1000,2,4208000.00,672000.000,3536000.000,0.1597
13164936,262713,더베이스_X,SALVATORE FERRAGAMO,남성지갑,살바토레 페라가모 남성지갑 0685987LE,6,625000.00,146000.000,479000.000,0.2336
13150222,63,더베이스,SALVATORE FERRAGAMO,스니커즈,살바토레 페라가모 스니커즈 0303200756564 001NK,7,1049000.00,323000.000,726000.000,0.3079
13150571,140453,더베이스_Q,SALVATORE FERRAGAMO,핸드백,살바토레 페라가모 핸드백 754273,2,3268000.00,385000.000,2883000.000,0.1178
13151242,140453,더베이스_Q,SALVATORE SANTORO,자켓,살바토레 산토로 자켓 43516DEGHAZEL,2,3361000.00,393000.000,2968000.000,0.1169
13150941,140453,더베이스_Q,SALVATORE SANTORO,자켓,살바토레 산토로 자켓 43554VATTTDMORO,3,1452000.00,140000.000,1312000.000,0.0964
13151991,140453,더베이스_Q,SAVE THE DUCK,다운 자켓,SAVE THE DUCK 다운 자켓 D30384WRECY152270025,18,437000.00,38000.000,399000.000,0.0870
13151983,140453,더베이스_Q,SAVE THE DUCK,다운 자켓,SAVE THE DUCK 다운 자켓 D30384WRECY152240021,11,437000.00,38000.000,399000.000,0.0870
13151760,140453,더베이스_Q,SAVE THE DUCK,다운 자켓,SAVE THE DUCK 다운 자켓 D40772MGRIN152210000,14,604000.00,55000.000,549000.000,0.0911
13151215,140453,더베이스_Q,SEBAGO,로퍼,세바고 로퍼 771126W005,1,508000.00,96000.000,412000.000,0.1890
13146431,96815,더베이스,SEE BY CHLOE',기타,씨바이클로에 가방 CHS22WSB62 C3245D,2,575000.00,243000.000,332000.000,0.4226
13148447,277577,더베이스_AA,SEE BY CHLOE',부츠,씨바이클로에 부츠 SB39070A 16053,7,960000.00,453000.000,507000.000,0.4719
13148391,96815,더베이스,SEE BY CHLOE',진,씨바이클로에 진 CHS22UDP04 162101,1,509000.00,337000.000,172000.000,0.6621
13146420,96815,더베이스,SEE BY CHLOE',핸드백,씨바이클로에 핸드백 CHS22SS842 B03001,2,520000.00,217000.000,303000.000,0.4173
13151399,140453,더베이스_Q,SELF PORTRAIT,기타,셀프 포트레이트 스커트 AW22122SBBLACK,3,466000.00,20000.000,446000.000,0.0429
13151202,140453,더베이스_Q,SELF PORTRAIT,기타,셀프 포트레이트 원피스 & 드레스 AW22018SMULTI,3,502000.00,22000.000,480000.000,0.0438
13151162,140453,더베이스_Q,SELF PORTRAIT,기타,셀프 포트레이트 원피스 & 드레스 AW22001MPINK,2,674000.00,31000.000,643000.000,0.0460
13152275,88730,더베이스,SELF PORTRAIT,니랭스 원피스/드레스,셀프 포트레이트 니랭스 원피스/드레스 SC21 005 BLACK,1,751000.00,351000.000,400000.000,0.4674
13144192,262713,더베이스_X,SENSI STUDIO,기타,센시스튜디오 가방 1347NF,2,584000.00,272000.000,312000.000,0.4658
13151787,333703,더베이스_AH,SERGIO ROSSI,로퍼,세르지오로시 로퍼 A81470MF14702122,6,1006000.00,263000.000,743000.000,0.2614
13151168,140453,더베이스_Q,SERGIO ROSSI,부츠,세르지오로시 부츠 A96500MMVR132204,3,1428000.00,289000.000,1139000.000,0.2024
13150778,140453,더베이스_Q,SERGIO ROSSI,샌들,세르지오로시 샌들 A92400MCAZ011000110,1,903000.00,299000.000,604000.000,0.3311
13151093,140453,더베이스_Q,SOFIE D'HOORE,팬츠,소피 드후레 팬츠 PRIMECOGAMARRONE,1,635000.00,47000.000,588000.000,0.0740
13146302,136979,더베이스_P,SONG FOR THE MUTE,자켓,송포더뮤트 자켓 MJK067RATAGRY RATA GREY,1,2857000.00,568000.000,2289000.000,0.1988
13146300,136979,더베이스_P,SONG FOR THE MUTE,자켓,송포더뮤트 자켓 MJK082TYREBLK TYRE BLACK,2,2155000.00,380000.000,1775000.000,0.1763
13151794,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 6174586512210500,5,810000.00,76000.000,734000.000,0.0938
13151746,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 6174586512256000,2,810000.00,76000.000,734000.000,0.0938
13151696,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 6143386902275170,4,631000.00,57000.000,574000.000,0.0903
13151687,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 6143386902212200,5,631000.00,57000.000,574000.000,0.0903
13151332,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 617358520TATUM89900,6,767000.00,0.000,767000.000,0.0000
13151303,140453,더베이스_Q,STAND,다운 자켓,스탠드스튜디오 다운 자켓 617358520TATUM65100,5,767000.00,0.000,767000.000,0.0000
13151378,140453,더베이스_Q,STAND,모자,스탠드스튜디오 모자 615079040WERA90000,6,203000.00,0.000,203000.000,0.0000
13151364,140453,더베이스_Q,STAND,모자,스탠드스튜디오 모자 615079040WERA10500,6,203000.00,0.000,203000.000,0.0000
13146323,136979,더베이스_P,STAND,부츠,스탠드스튜디오 부츠 61780 9038RYDER BOOTS10200,9,534000.00,88000.000,446000.000,0.1648
13146297,136979,더베이스_P,STAND,부츠,스탠드스튜디오 부츠 61780 9038RYDER BOOTS89900,10,534000.00,88000.000,446000.000,0.1648
13151121,140453,더베이스_Q,STAND,자켓,스탠드스튜디오 자켓 617399028228900,3,853000.00,80000.000,773000.000,0.0938
13151846,140453,더베이스_Q,STAND,코트,스탠드스튜디오 코트 611299020NINO87000,2,925000.00,0.000,925000.000,0.0000
13147924,88730,더베이스,STAND,트렌치,스탠드스튜디오 트렌치 61563 992051000,1,687000.00,319000.000,368000.000,0.4643
13144209,262713,더베이스_X,STAUD,기타,스타우드 가방 07 9042LE,1,456000.00,208000.000,248000.000,0.4561
13150993,140453,더베이스_Q,STELLA MCCARTNEY,구두,스텔라 맥카트니 구두 8003779730,9,986000.00,196000.000,790000.000,0.1988
13150110,110017,더베이스_F,STELLA MCCARTNEY,기타,[키즈] 스텔라 맥카트니 니트 & 스웻셔츠 8R4P50Z0453618 0,5,184000.00,38000.000,146000.000,0.2065
13150105,110017,더베이스_F,STELLA MCCARTNEY,기타,[키즈] 스텔라 맥카트니 니트 & 스웻셔츠 8R4B80Z0468511MC 0,5,184000.00,38000.000,146000.000,0.2065
13150097,110017,더베이스_F,STELLA MCCARTNEY,기타,[키즈] 스텔라 맥카트니 액세서리 8R2107Z0659618RO B,3,278000.00,66000.000,212000.000,0.2374
13148393,262713,더베이스_X,STELLA MCCARTNEY,기타,스텔라 맥카트니 원피스 & 드레스 6A00873AU309,1,1217000.00,294000.000,923000.000,0.2416
13144220,262713,더베이스_X,STELLA MCCARTNEY,기타,스텔라 맥카트니 가방 7B0006W8839,2,1594000.00,388000.000,1206000.000,0.2434
13144206,262713,더베이스_X,STELLA MCCARTNEY,기타,스텔라 맥카트니 가방 7B0007W8839,3,1365000.00,331000.000,1034000.000,0.2425
13151374,140453,더베이스_Q,STELLA MCCARTNEY,부츠,스텔라 맥카트니 부츠 8003039013,2,805000.00,158000.000,647000.000,0.1963
13151059,140453,더베이스_Q,STELLA MCCARTNEY,부츠,스텔라 맥카트니 부츠 8002521000,3,950000.00,189000.000,761000.000,0.1989
13155428,63,더베이스,STELLA MCCARTNEY,샌들,스텔라 맥카트니 샌들 810106 E00049 1000,8,806000.00,316000.000,490000.000,0.3921
13151053,140453,더베이스_Q,STELLA MCCARTNEY,스니커즈,스텔라 맥카트니 스니커즈 5017769042,5,736000.00,143000.000,593000.000,0.1943
13151040,140453,더베이스_Q,STELLA MCCARTNEY,스니커즈,스텔라 맥카트니 스니커즈 8002579034,4,736000.00,143000.000,593000.000,0.1943
13150188,63,더베이스,STELLA MCCARTNEY,스니커즈,스텔라 맥카트니 스니커즈 810140 E00060 1902,12,892000.00,351000.000,541000.000,0.3935
13150187,63,더베이스,STELLA MCCARTNEY,스니커즈,스텔라 맥카트니 스니커즈 810144 E00069 8473,10,892000.00,351000.000,541000.000,0.3935
13151865,140453,더베이스_Q,STELLA MCCARTNEY,진,스텔라 맥카트니 진 470648SLN394691,3,562000.00,199000.000,363000.000,0.3541
13150132,110017,더베이스_F,STELLA MCCARTNEY,파카,[키즈] 스텔라 맥카트니 파카 8R2B60Z0536930 0,3,422000.00,110000.000,312000.000,0.2607
13150115,110017,더베이스_F,STELLA MCCARTNEY,파카,[키즈] 스텔라 맥카트니 파카 8R2Q37Z0537930 0,5,429000.00,111000.000,318000.000,0.2587
13150111,110017,더베이스_F,STELLA MCCARTNEY,파카,[키즈] 스텔라 맥카트니 파카 8R2A67Z0542999MC 0,5,337000.00,84000.000,253000.000,0.2493
13147814,140453,더베이스_Q,STELLA MCCARTNEY,핸드백,스텔라 맥카트니 핸드백 234387W91321100,1,1151000.00,109000.000,1042000.000,0.0947
13144208,262713,더베이스_X,STELLA MCCARTNEY,핸드백,스텔라 맥카트니 팔라벨라 폴드오버 토트 백 234387W9355,2,1513000.00,368000.000,1145000.000,0.2432
13152159,139812,더베이스_R,STELLA MCCARTNEY KIDS,기타,[키즈] 스텔라 맥카트니 키즈 슈즈 602689SQD11 5563,1,124000.00,16000.000,108000.000,0.1290
13146424,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSSKYRISE PIN,7,319000.00,154000.000,165000.000,0.4828
13146423,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSLILLIE FUC,7,247000.00,115000.000,132000.000,0.4656
13146422,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSSUBDUE PUR,1,310000.00,151000.000,159000.000,0.4871
13146413,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSLEIA NAT,6,332000.00,162000.000,170000.000,0.4880
13146412,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSLEIA FUC,7,332000.00,162000.000,170000.000,0.4880
13146404,96815,더베이스,STEVE MADDEN,구두,스티브매든 구두 SMSSKYRISE BLKP,7,319000.00,154000.000,165000.000,0.4828
13146426,96815,더베이스,STEVE MADDEN,부츠,스티브매든 부츠 SMSTAKEDOWN BLKBLK,7,414000.00,207000.000,207000.000,0.5000
13146398,96815,더베이스,STEVE MADDEN,부츠,스티브매든 부츠 SMSUPLOAD BLK,8,380000.00,173000.000,207000.000,0.4553
13146395,96815,더베이스,STEVE MADDEN,부츠,스티브매든 부츠 SMSWESTSIDE BLA,8,491000.00,231000.000,260000.000,0.4705
13146392,96815,더베이스,STEVE MADDEN,부츠,스티브매든 부츠 SMSKENDAL BLA,3,447000.00,208000.000,239000.000,0.4653
13144214,262713,더베이스_X,STONE ISLAND,기타,스톤 아일랜드 아우터 771540223,2,1412000.00,275000.000,1137000.000,0.1948
13150243,63,더베이스,STONE ISLAND,부츠,스톤 아일랜드 부츠 MO77FWS0404 V0054,5,798000.00,236000.000,562000.000,0.2957
13152124,139812,더베이스_R,STONE ISLAND,탑,스톤 아일랜드 탑 7715543C1 V0099,1,763000.00,321000.000,442000.000,0.4207
13151788,277753,더베이스_AB,STONE ISLAND SHADOW,부츠,스톤아일랜드 쉐도우 부츠 7719S012F V2091,3,1000000.00,436000.000,564000.000,0.4360
13151847,140453,더베이스_Q,STUART WEITZMAN,로퍼,스튜어트 와이츠먼 로퍼 SB81422BLACK,4,674000.00,63000.000,611000.000,0.0935
13151824,140453,더베이스_Q,STUART WEITZMAN,펌프스,스튜어트 와이츠먼 펌프스 SB62522SILVER,4,674000.00,63000.000,611000.000,0.0935
13151736,140453,더베이스_Q,STUART WEITZMAN,펌프스,스튜어트 와이츠먼 펌프스 S698822CABERNET,3,1227000.00,116000.000,1111000.000,0.0945
13151684,140453,더베이스_Q,STUART WEITZMAN,펌프스,스튜어트 와이츠먼 펌프스 SB59822BLACK,3,709000.00,66000.000,643000.000,0.0931
13151350,140453,더베이스_Q,STUART WEITZMAN,펌프스,스튜어트 와이츠먼 펌프스 SC439VIOLA,6,640000.00,47000.000,593000.000,0.0734
13151316,140453,더베이스_Q,STUSSY,티셔츠,스투시 티셔츠 1904833MARRONE,3,129000.00,7000.000,122000.000,0.0543
13144225,262713,더베이스_X,STUSSY,팬츠,스투시 팬츠 116537PL,2,291000.00,38000.000,253000.000,0.1306
13146330,136979,더베이스_P,SUICOKE,샌들,수이코크 샌들 OG056CABPT03PRP,4,468000.00,77000.000,391000.000,0.1645
13146322,136979,더베이스_P,SUICOKE,샌들,수이코크 샌들 OG247CABBLK,4,448000.00,73000.000,375000.000,0.1629
